# Modelname      Sex    Age    Sexiness   Bravery     Attack   Defend   Agility   MeleeMartialLevelPercent   1stLanguage  2ndLanguage  Tickboxes
player,   M,   30,   3,   5,   1,   0.4,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_player,   counters_player,   firearm_core,   ground_player,   -,   move_melee,   +cancarryweapons
ig_KateMc,   F,   33,   3,   1,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack
ig_Packie_Mc,   M,   29,   4,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Michael ,   M,   29,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_gordon,   M,   28,   3,   3,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_badman,   M,   27,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_LilJacob,   M,   26,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_LilJacobW ,   M,   26,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_bledar,   M,   30,   2,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
ig_dardan,   M,   28,   2,   5,   1,   1,   5,   10,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_bledar,   M,   30,   2,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
ig_Jimmy,   M,   51,   3,   5,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Phil_Bell  ,   M,   40,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
ig_Ray_Boccino,   M,   32,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
ig_Bernie_Crane ,   F,   33,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
ig_Bulgarin,   M,   50,   3,   5,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Luca,   M,   30,   3,   5,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Tuna ,   M,   30,   3,   5,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Vinny_Spaz ,   M,   30,   3,   5,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
ig_EddieLow,   M,   48,   1,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_hossan,   M,   40,   2,   3,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
cs_edthemate,   M,   35,   2,   3,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
cs_andrei,   M,   45,   1,   4,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
ig_ivan,   M,   45,   1,   4,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons
ig_French_Tom ,   F,   29,   4,   1,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+cancarryweapons
ig_Mickey  ,   M,   29,   4,   1,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +softjack+cancarryweapons
M_Y_prisonAOM,   M,   50,   3,   3,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_anthony,   M,   24,   3,   5,   1,   1,   1,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
M_Y_Prison,   M,   24,   1,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
M_Y_Cowboy_01,   M,   24,   5,   1,   1,   1,   5,   50,   R,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
M_Y_Swordswallow,   M,   24,   5,   1,   1,   1,   5,   50,   R,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
ig_Brian,   M,   29,   3,   3,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   
ig_CharlieUC,   M,   28,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Clarence,   M,   27,   4,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Darko,   M,   30,   1,   1,   1,   1,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
ig_Gracie,   F,   32,   3,   2,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
ig_Marnie,   F,   21,   4,   2,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
ig_Pathos,   M,   24,   4,   2,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Isaac,   M,   30,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Jeff,   M,   45,   2,   2,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
ig_Mel,   M,   55,   2,   2,   1,   1,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
ig_Sarah,   F,   38,   4,   1,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
ig_Charise,   F,   27,   3,   2,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_JohnnyBiker,   M,   35,   5,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Luis,   M,   25,   5,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
ig_Baz,   M,   32,   3,   5,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons+gardening
ig_Jason,   M,   32,   4,   5,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons+gardening
ig_jeremy,   M,   32,   3,   2,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons+gardening
ig_Kenny,   M,   32,   4,   5,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons+gardening
M_Y_FrenchTom,   F,   32,   5,   4,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons+gardening
M_M_dodgydoc,   M,   32,   2,   3,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons+gardening
M_Y_Thief,   M,   32,   3,   4,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons+gardening
M_Y_Jim_Fitz,   M,   32,   3,   5,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons+gardening
ig_Ricky ,   M,   32,   3,   4,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +cancarryweapons+gardening
M_Y_RomanCab ,   M,   24,   4,   2,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
M_M_Fedco,   M,   48,   2,   2,   1.1,   1.5,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+murdercallpolice
M_M_Postal_01,   M,   37,   3,   3,   1.1,   1.5,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+murdercallpolice
M_M_Securityman,   M,   50,   2,   3,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+late+murdershakefist+murdercallpolice+cancarryweapons
M_M_ARMOURED,   M,   40,   3,   3,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murdercallpolice+cancarryweapons
M_O_Janitor,   M,   68,   1,   2,   0.4,   2.5,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+onfoot+murderattack
M_M_Sweeper,   M,   46,   1,   3,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+murderattack
M_Y_Garbage,   M,   29,   2,   2,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+murdershakefist+murderattack
M_Y_FF_TWCafe,   M,   18,   2,   1,   0.5,   1.7,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderrunaway
M_Y_FF_RSCafe,   M,   18,   2,   1,   0.5,   1.7,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderrunaway
M_Y_FF_Burger_R,   M,   25,   2,   2,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murderrunaway
M_Y_FF_Cluck_R,   M,   25,   2,   2,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murderrunaway
M_Y_FF_WSPizza_R,   M,   25,   2,   2,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murderrunaway
F_Y_FF_TWCafe,   F,   24,   3,   2,   0.4,   1.9,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murderrunaway
F_Y_FF_Cluck_R,   F,   23,   3,   1,   0.9,   1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderrunaway
F_Y_FF_RSCafe,   F,   23,   3,   1,   0.9,   1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderrunaway
F_Y_FF_Burger_R,   F,   23,   3,   1,   0.9,   1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderrunaway
F_Y_FF_WSPizza_R,   F,   23,   3,   1,   0.9,   1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderrunaway
F_Y_Waitress_01,   F,   24,   4,   1,   0.5,   1.1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderrunaway
M_Y_Barman_01,   M,   24,   3,   2,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murderrunaway
M_M_Shortorder,   M,   42,   2,   2,   0.7,   1.1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murdercallpolice
M_M_KoreaCook_01,   M,   55,   2,   2,   0.7,   1.1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murdercallpolice
M_M_EECook,   M,   38,   1,   2,   0.7,   1.1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   
M_Y_Construct_01,   M,   30,   4,   2,   1.1,   1.5,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesbigcar+onfoot+smoker+murdercallpolice
M_Y_Construct_02,   M,   26,   3,   1,   1.1,   1.5,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesbigcar+onfoot+smoker+late+softjack+murdercallpolice
M_Y_Construct_03,   M,   26,   3,   3,   1.1,   1.5,   5,   50,   E,   S,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesbigcar+onfoot+murdershakefist+murdercallpolice
M_M_Telephone,   M,   32,   1,   2,   1.1,   1.5,   4,   50,   E,   R,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesbigcar+onfoot+murderattack
F_Y_Hooker_01,   F,   22,   4,   3,   0.7,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +prostitute+onfoot+taketaxi+watchfight+murderattack
F_Y_Hooker_03,   F,   26,   4,   3,   0.7,   1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +prostitute+onfoot+smoker+taketaxi+watchfight+murderattack
F_Y_StripperC01,   F,   23,   5,   1,   0.5,   1.4,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +smoker+murderattack
F_Y_StripperC02,   F,   29,   5,   1,   0.5,   1.4,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +smoker+softjack+murderattack
M_M_Tennis,   M,   52,   3,   1,   0.8,   1.2,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+phoneuser+taketaxi+late+softjack+murderrunaway
M_Y_Bowl_01,   M,   28,   1,   2,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +bowling+smoker+murderrunaway
M_Y_Bowl_02,   M,   29,   1,   2,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +bowling+smoker+murderrunaway
M_Y_GymGuy_01,   M,   26,   4,   2,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+murderattack
F_Y_GymGal_01,   F,   26,   4,   1,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+murderattack
M_Y_Mechanic_02,   M,   33,   1,   3,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+onfoot+late+murdercallpolice
M_Y_Chopshop_01,   M,   27,   2,   2,   1.1,   1.5,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+smoker+murderattack+cancarryweapons
M_Y_Chopshop_02,   M,   27,   3,   2,   1.1,   1.5,   4,   50,   E,   S,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+smoker+murderattack+cancarryweapons
M_M_Train_01,   M,   39,   2,   2,   0.8,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+watchfight+murdercallpolice
M_M_Trucker_01,   M,   44,   1,   3,   0.8,   1.5,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesbigcar+onfoot+watchfight+murderattack+cancarryweapons
M_M_Busdriver,   M,   44,   2,   1,   0.8,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesbigcar+softjack+murdercallpolice
M_M_Taxidriver,   M,   44,   2,   3,   0.8,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +taxidriver+drivespoorcar+drivesaveragecar+phoneuser+watchfight+murderrunaway+cancarryweapons
M_M_Pilot,   M,   46,   5,   1,   0.7,   1.1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesrichcar+onfoot+argue+phoneuser+insultbum+replytoho+taketaxi+softjack+murderrunaway
M_Y_Airworker,   M,   22,   1,   2,   1.1,   1.5,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+onfoot+late+murdercallpolice
M_M_Helipilot_01,   M,   44,   4,   1,   0.7,   1.1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +taketaxi+late+softjack+murdercallpolice
M_Y_Nhelipilot,   M,   26,   4,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +cancarryweapons
M_Y_Vendor,   M,   28,   2,   1,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+softjack+murdercallpolice
M_M_Streetfood_01,   M,   41,   2,   2,   0.7,   1.1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+murderattack
M_Y_Chinvend_01,   M,   23,   2,   2,   1,   1,   3,   50,   E,   C,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+murdercallpolice
M_M_Seller_01,   M,   46,   2,   2,   0.7,   1.1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+murderattack
M_Y_Business_02,   M,   26,   5,   2,   0.8,   1.2,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+phoneuser+insultbum+replytoho+taketaxi+watchfight+murderrunaway+office+jewish
M_Y_Business_01,   M,   31,   5,   3,   0.8,   1.2,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+smoker+phoneuser+givebummoney+replytoho+taketaxi+watchfight+murderattack+office
M_M_Business_02,   M,   51,   3,   1,   0.8,   1.2,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+phoneuser+insultbum+taketaxi+watchfight+softjack+murdershakefist+murdercallpolice+office
M_M_Business_03,   M,   24,   3,   2,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murderrunaway+office
F_Y_Business_01,   F,   29,   4,   1,   0.6,   1.6,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+smoker+phoneuser+insultbum+taketaxi+softjack+murdershakefist+murderrunaway+office
