F_M_Business_01,		8
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
end
F_M_PEastEuro_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
end
F_M_PHARBRON_01,		9
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	3,	0,	-1,	-1,		4
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
p_head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_M_PJersey_01,		4
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
end
F_M_PJersey_02,		11
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
suse,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
suse,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		1,		0,	0,	0,	0,	0,	2,	0,	-1,	-1,		1
uppr,		0,		0,	0,	0,	0,	0,	2,	1,	-1,	-1,		1
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_M_PLatin_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
end
F_M_PLatin_02,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
end
F_M_PManhat_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
suse,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
suse,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
suse,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_M_PManhat_02,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
end
F_M_POrient_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
end
F_M_PRich_01,		9
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
suse,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
suse,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_O_Binco,		5
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
uppr,		0,		0,	0,	0,	0,	0,	2,	1,	-1,	-1,		2
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
end
F_O_Maid_01,		5
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
suse,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_O_PEastEuro_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		6
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
suse,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
suse,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_O_PEastEuro_02,		8
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	2,	1,	-1,	-1,		2
uppr,		1,		0,	0,	0,	0,	0,	2,	0,	-1,	-1,		3
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
p_head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_O_PHarbron_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		6
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
end
F_O_PJersey_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		5
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
end
F_O_POrient_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
end
F_O_Rich_01,		5
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
end
F_Y_Bank_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
suse,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
suse,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
#model file for female young uptown char		no. of variations we are setting values for
F_Y_Business_01,		9
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
uppr,		0,		0,	0,	0,	0,	0,	7,	2,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		3,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
#model file for female young char		no. of variations we are setting values for
F_Y_Cdress_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		15
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		15
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
end
F_Y_Cdress_01,		6
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		15
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_Doctor_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		3
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
suse,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
suse,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
suse,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_FF_Burger_R,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_FF_Cluck_R,		6
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
p_head,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_FF_RSCafe,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_FF_TWcafe,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_FF_WSPizza_R,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_Gymgal_01,		9
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		10
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
sus2,		1,		0,	1,	0,	0,	0,	-1,	-1,	-1,	-1,		0
sus2,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_Hooker_01,		7
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		15
end
F_Y_Hooker_03,		11
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		15
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
suse,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
end
F_Y_Multiplayer,		31
#slot		geometry	BULK	JOB	SUNNY	WET	MAT1	RES1A	RES1B	RES2A	RES2B		AUDIO ID
feet,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
feet,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		6
feet,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
feet,		3,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
head,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
head,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
head,		3,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
head,		4,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		8
uppr,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		2
uppr,		3,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
uppr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
uppr,		4,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		15
uppr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		4
lowr,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		11
lowr,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
lowr,		3,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		15
lowr,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		9
hair,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		3,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
hair,		4,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		0,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		1,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		0
p_head,		2,		0,	0,	0,	0,	0,	-1,	-1,	-1,	-1,		1
